stunting,kemiskinan,ketidakcukupan
0.3268482490272373,0.4526771227690644,0.4654415266756541
0.529182879377432,0.2731206057328285,0.19607352454450785
0.4396887159533073,0.4586262844780963,0.24648643412417157
0.5058365758754864,0.6944294213088156,0.32968186184683196
0.1984435797665369,0.1103299080584099,0.008520548608700506
0.5603112840466926,0.2266089778258518,0.0845112490615691
0.490272373540856,0.2363439697133585,0.06443084672699533
0.9377431906614786,0.4407787993510005,0.39317225958006735
0.5408560311284047,0.6690102758247702,0.4413369713506139
0.8015564202334631,0.3423472147106544,0.4913381822291466
0.9221789883268484,0.3607355327203894,1.0
0.6070038910505837,0.1108707409410492,0.03899028875416739
0.3346303501945525,0.1946998377501352,0.022336672667242496
0.3151750972762646,0.2120064899945916,0.07396449704142004
0.6770428015564203,0.2082206598161168,0.6536847033751221
0.3463035019455252,0.4510546241211465,0.8796104200134004
0.5252918287937742,0.1173607355327203,0.12765081492125255
0.4396887159533073,0.7182260681449433,0.19298578428602564
0.1945525291828793,0.0903190914007571,0.12871235176828627
0.7354085603112841,0.4916170903190914,0.8566319817238066
0.1517509727626458,0.4959437533802055,0.3416574505356119
0.5058365758754864,0.2217414818820984,0.07769400292225347
0.4319066147859922,0.3147647376960519,0.4555890116809415
0.4396887159533073,0.2866414277988102,0.039640126900070204
0.6692607003891049,0.6998377501352082,0.362456307466277
0.3540856031128405,0.6316928069226608,0.2758018034017614
0.6070038910505837,0.6403461330448892,0.3392155121612567
0.4007782101167315,0.3656030286641428,0.279761376203815
0.1750972762645914,0.0914007571660357,0.3372902152942031
0.5019455252918288,0.519740400216333,0.5960226676461328
0.7626459143968873,0.7631151974040022,0.4349879315772903
0.5369649805447472,0.2449972958355868,0.3995818432800277
0.3929961089494163,0.2774472687939426,0.3798162693639658
0.649805447470817,0.2276906435911303,0.47032136716258865
0.046692607003891,0.4115738236884802,0.5085972375824406
0.3190661478599222,0.3612763656030286,0.037101318243095906
0.2996108949416342,0.3282855597620335,0.1345164962018777
0.2062256809338521,0.5056787452677123,0.3434334057169612
0.6264591439688716,0.0849107625743645,0.14729933724581634
0.5058365758754864,0.2628447809626825,0.022284201264157113
0.0194552529182879,0.4218496484586263,0.5026356789395933
0.622568093385214,0.5159545700378583,0.19368809383501379
0.1750972762645914,0.5548945375878853,0.40423565310751786
0.529182879377432,0.1238507301243915,0.022889640530526223
0.1206225680933852,0.5186587344510547,0.2972545347401051
0.3190661478599222,0.4613304488912925,0.4279769448727367
0.2101167315175097,0.4483504597079503,0.1845499971746167
0.4747081712062256,0.2547322877230936,0.6561912219378899
0.2684824902723735,0.2130881557598702,0.3030384978648175
0.1750972762645914,0.8350459707950244,0.2182366379553912
0.1828793774319066,0.6203353163872365,0.34340111562275477
0.3035019455252918,0.2498647917793401,0.3055853790453434
0.3813229571984436,0.3693888588426176,0.4991079861475496
0.0700389105058365,0.0876149269875608,0.28697013973538266
0.3540856031128405,0.5446187128177393,0.38212904736149567
0.649805447470817,0.3412655489453759,0.3334355852983201
0.6381322957198443,0.7171444023796647,0.7329205582957288
0.1750972762645914,0.1671173607355327,0.1753755741582376
0.6459143968871595,0.3591130340724716,0.8637963463758406
0.4785992217898833,0.0762574364521362,0.01341653414273835
0.6926070038910506,0.3942671714440238,0.4609128409632135
0.4980544747081711,0.3574905354245538,0.2478991257456993
0.5836575875486381,0.4910762574364521,0.5671876135198625
0.6070038910505837,0.5987020010816657,0.30034631126036304
0.5447470817120623,0.34559221200649,0.2679109116300846
0.0,0.4413196322336398,0.3076801989069803
0.4708171206225681,0.1898323418063818,0.0029061084785714348
0.7665369649805447,0.3699296917252569,0.17990022360890234
0.4824902723735408,0.6803677663601948,0.4661559450099695
0.3696498054474708,0.3228772309356409,0.14307740742833616
0.424124513618677,0.8826392644672798,0.2273505170451335
0.4396887159533073,0.7230935640886966,0.6208093512112821
0.22568093385214,0.0,0.09948174398798808
0.6381322957198443,0.2076798269334775,0.015224779418293897
0.3190661478599222,0.0373174689021092,0.09942927258490271
0.3463035019455252,0.2028123309897241,0.6470006538744076
0.4474708171206226,0.133044889129259,0.2729400938027236
0.3774319066147859,0.0946457544618712,0.1655311316870767
0.4124513618677043,0.3466738777717685,0.0302194919153676
0.1828793774319066,0.2385073012439156,0.0017517376106944318
0.4747081712062256,1.0,0.1660114468383961
0.1517509727626458,0.1184424012979989,0.3286203249997982
0.1945525291828793,0.1746890210924824,0.0
0.2607003891050584,0.366143861546782,0.29547857955875584
0.7548638132295722,0.3401838831800974,0.4383864639925087
0.424124513618677,0.2271498107084911,0.4968194257206745
0.1478599221789883,0.0010816657652785,0.07999870839623174
0.424124513618677,0.298539751216874,0.21765137999790118
0.357976653696498,0.2417522985397512,0.594375872841609
0.4124513618677043,0.2769064359113034,0.2150600999378416
0.4513618677042801,0.2152514872904273,0.022966329504266324
0.4396887159533073,0.468361276365603,0.49601620962729154
0.1400778210116731,0.3775013520822066,0.19437022207512286
0.2529182879377431,0.2644672796106003,0.3455806969816834
0.424124513618677,0.2255273120605733,0.05088918846920734
