stunting,kemiskinan,ketidakcukupan,ketidakcukupan_scaled
0.34854771784232363,0.4526771227690644,0.465441526675654,0.4654415266756541
0.5643153526970954,0.27312060573282854,0.19607352454450785,0.19607352454450785
0.46887966804979253,0.45862628447809634,0.24648643412417154,0.24648643412417157
0.5394190871369294,0.6944294213088156,0.3296818618468319,0.32968186184683196
0.2116182572614108,0.11032990805840995,0.008520548608700565,0.008520548608700567
0.5975103734439834,0.22660897782585182,0.08451124906156912,0.08451124906156914
0.5228215767634855,0.23634396971335858,0.06443084672699531,0.06443084672699533
0.9999999999999999,0.44077879935100056,0.3931722595800673,0.39317225958006735
0.5767634854771785,0.6690102758247702,0.4413369713506139,0.4413369713506139
0.8547717842323651,0.34234721471065443,0.49133818222914666,0.49133818222914666
0.983402489626556,0.36073553272038944,0.9999999999999999,1.0
0.6473029045643154,0.1108707409410492,0.03899028875416744,0.03899028875416744
0.3568464730290456,0.19469983775013522,0.022336672667242506,0.022336672667242506
0.3360995850622407,0.21200648999459165,0.07396449704142011,0.07396449704142012
0.7219917012448133,0.20822065981611687,0.653684703375122,0.6536847033751221
0.36929460580912854,0.45105462412114655,0.8796104200134003,0.8796104200134004
0.5601659751037343,0.11736073553272039,0.12765081492125252,0.12765081492125252
0.46887966804979253,0.7182260681449433,0.19298578428602564,0.19298578428602564
0.20746887966804972,0.09031909140075717,0.12871235176828627,0.12871235176828627
0.7842323651452282,0.49161709031909145,0.8566319817238066,0.8566319817238067
0.16182572614107882,0.4959437533802055,0.3416574505356119,0.3416574505356119
0.5394190871369294,0.22174148188209847,0.07769400292225351,0.07769400292225352
0.46058091286307057,0.31476473769605195,0.45558901168094157,0.45558901168094157
0.46887966804979253,0.2866414277988102,0.03964012690007023,0.03964012690007023
0.7136929460580912,0.6998377501352082,0.362456307466277,0.36245630746627705
0.3775933609958506,0.6316928069226608,0.2758018034017614,0.2758018034017614
0.6473029045643154,0.6403461330448892,0.3392155121612567,0.3392155121612567
0.4273858921161825,0.3656030286641428,0.2797613762038151,0.2797613762038151
0.18672199170124476,0.09140075716603571,0.3372902152942031,0.3372902152942031
0.5352697095435685,0.519740400216333,0.5960226676461328,0.5960226676461329
0.8132780082987551,0.7631151974040022,0.4349879315772904,0.4349879315772904
0.5726141078838174,0.24499729583558683,0.39958184328002777,0.39958184328002777
0.41908713692946054,0.27744726879394266,0.37981626936396584,0.3798162693639659
0.6929460580912862,0.22769064359113034,0.47032136716258865,0.4703213671625887
0.04979253112033194,0.4115738236884802,0.5085972375824406,0.5085972375824407
0.34024896265560167,0.36127636560302867,0.037101318243095975,0.037101318243095975
0.31950207468879666,0.32828555976203355,0.13451649620187767,0.13451649620187767
0.21991701244813278,0.5056787452677123,0.3434334057169612,0.3434334057169612
0.6680497925311203,0.08491076257436453,0.1472993372458164,0.14729933724581643
0.5394190871369294,0.26284478096268254,0.022284201264157186,0.02228420126415719
0.02074688796680496,0.4218496484586263,0.5026356789395933,0.5026356789395933
0.6639004149377593,0.5159545700378583,0.19368809383501376,0.19368809383501376
0.18672199170124476,0.5548945375878853,0.4042356531075179,0.40423565310751797
0.5643153526970954,0.12385073012439157,0.022889640530526244,0.022889640530526247
0.12863070539419086,0.5186587344510547,0.2972545347401051,0.2972545347401051
0.34024896265560167,0.46133044889129254,0.42797694487273663,0.4279769448727367
0.22406639004149376,0.44835045970795034,0.18454999717461676,0.18454999717461676
0.5062240663900414,0.2547322877230936,0.6561912219378899,0.65619122193789
0.2863070539419087,0.21308815575987022,0.3030384978648175,0.3030384978648175
0.18672199170124476,0.8350459707950244,0.21823663795539122,0.21823663795539122
0.19502074688796678,0.6203353163872365,0.3434011156227548,0.3434011156227548
0.32365145228215764,0.24986479177934018,0.30558537904534333,0.3055853790453434
0.4066390041493776,0.36938885884261763,0.49910798614754953,0.4991079861475496
0.07468879668049788,0.08761492698756085,0.28697013973538266,0.28697013973538266
0.3775933609958506,0.5446187128177393,0.38212904736149567,0.38212904736149567
0.6929460580912862,0.3412655489453759,0.33343558529832007,0.3334355852983201
0.6804979253112033,0.7171444023796647,0.7329205582957288,0.7329205582957288
0.18672199170124476,0.16711736073553274,0.1753755741582376,0.1753755741582376
0.6887966804979253,0.35911303407247164,0.8637963463758405,0.8637963463758406
0.5103734439834025,0.07625743645213628,0.013416534142738357,0.013416534142738362
0.7385892116182572,0.39426717144402385,0.4609128409632135,0.4609128409632135
0.5311203319502075,0.3574905354245538,0.24789912574569933,0.24789912574569936
0.6224066390041493,0.49107625743645217,0.5671876135198624,0.5671876135198625
0.6473029045643154,0.5987020010816657,0.3003463112603631,0.3003463112603631
0.5809128630705394,0.34559221200649004,0.2679109116300847,0.2679109116300847
0.0,0.44131963223363985,0.3076801989069803,0.3076801989069803
0.5020746887966805,0.1898323418063818,0.0029061084785714855,0.0029061084785714864
0.817427385892116,0.3699296917252569,0.17990022360890237,0.17990022360890237
0.5145228215767635,0.6803677663601948,0.46615594500996954,0.46615594500996954
0.39419087136929454,0.3228772309356409,0.14307740742833616,0.14307740742833616
0.4522821576763486,0.8826392644672798,0.22735051704513348,0.22735051704513348
0.46887966804979253,0.7230935640886966,0.6208093512112821,0.6208093512112821
0.24066390041493768,0.0,0.09948174398798809,0.09948174398798809
0.6804979253112033,0.20767982693347753,0.015224779418293949,0.015224779418293952
0.34024896265560167,0.03731746890210924,0.09942927258490278,0.09942927258490276
0.36929460580912854,0.20281233098972418,0.6470006538744075,0.6470006538744076
0.4771784232365145,0.13304488912925905,0.27294009380272366,0.27294009380272366
0.4024896265560165,0.09464575446187129,0.1655311316870767,0.1655311316870767
0.43983402489626555,0.34667387777176856,0.030219491915367658,0.030219491915367665
0.19502074688796678,0.23850730124391567,0.0017517376106944774,0.001751737610694479
0.5062240663900414,1.0,0.16601144683839614,0.16601144683839614
